gene_id,gene_name,D13,D27,D33,S31,S44,S50,S52,S9
ENSMUSG00000001942,Siae,339,357,238.054,300,410,304,408,322.001
ENSMUSG00000001943,Vsig2,49.998999999999995,35,32,0,0,41,63,9
ENSMUSG00000001946,Esam,933,1650,735,1446,1237,834,1407,456
ENSMUSG00000001948,Spa17,22,70,1,53,33,58,47,23
ENSMUSG00000001962,Fam50a,1099,620,861,619,762,662,1096,840
ENSMUSG00000001964,Emd,1783.259,2589.6200000000003,1241.85,1851.422,1661.438,1560.287,2060.2490000000003,1614.6270000000002
ENSMUSG00000001983,Taco1,103,72,69,137,42,34,102,120
ENSMUSG00000001985,Grik3,0,0,0,0,0,0,0,0
ENSMUSG00000001986,Gria3,478,302,483,318,259,523,596.999,505.001
ENSMUSG00000001988,Npas1,0,0,0,0,0,0,0,0
ENSMUSG00000001995,Sipa1l2,621,263,797,108,338,452,574,738
ENSMUSG00000001998,Ap4e1,258,110,447,337,345,239.99999999999997,235,277.0009999999999
ENSMUSG00000001999,Blvra,408,226,359,610,627,229,610,357
ENSMUSG00000002006,Pdzd4,86,0,106,163,0,12,58,38
ENSMUSG00000002007,Srpk3,144,0,92,97,0,0,58,58
ENSMUSG00000002010,Idh3g,2079,1989,1964.9999999999998,2073,2569.0000000000005,1757,1904.999,2197.9999999999995
ENSMUSG00000002012,Pnck,54,296,4,139,57,104,87,14
ENSMUSG00000002014,Ssr4,2315,2965,2730.0009999999997,3334.9990000000003,3575.9990000000003,3286.001,2944.999999999999,2362
ENSMUSG00000002015,Bcap31,2511,3268,3212,2417,4394,3409,2663,2665
ENSMUSG00000002017,Fam98a,677,536,681.0010000000001,656,960,645,760,712.9999999999999
ENSMUSG00000002020,Ltbp2,121,273,18,1484.001,0,63,130,28
ENSMUSG00000002028,Kmt2a,2349,1815,1777,1818,2192,1510,2743,2040
ENSMUSG00000002031,Ift46,205,80,207,148.999,203,159,110,228.00100000000003
ENSMUSG00000002032,Tmem25,5,0,4,0,0,55,28,2
ENSMUSG00000002033,Cd3g,24,0,68,0,0,0,0,0
ENSMUSG00000002043,Trappc6a,479,434,471,638,809,818,578,487
ENSMUSG00000002052,Supt6,3038,1277,2819,2293,2002,2104,2058,2608
ENSMUSG00000002055,Spag5,1704,1370,1831.001,820.9999999999999,1806.001,1587,1455,1477.9999999999998
ENSMUSG00000002057,Foxn1,0,0,0,0,0,0,0,5
ENSMUSG00000002058,Unc119,3660,5907,3169.999,5314.001,5396.999,4046.9999999999995,4567,3740
ENSMUSG00000002059,Rab34,2,0,3,8,0,0,1.014,5
ENSMUSG00000002064,Sdf2,1038,1135,1025,885,1002.999,1081,1053,871
ENSMUSG00000002068,Ccne1,322,186,307,204,239,312,78,218
ENSMUSG00000002076,Hsf2bp,19,0,10,0,0,0,0,0
ENSMUSG00000002083,Bbc3,576.0000000000001,937,246,234,322,411,378,333
ENSMUSG00000002100,Mybpc3,15,85,8,0,21,25,37,26
ENSMUSG00000002102,Psmc3,4023,4231.999000000001,4264.999999999999,3920,4828,4334,3404.0009999999997,3778.999
ENSMUSG00000002103,Acp2,332,225.99900000000002,426,581,383,257,377,456.223
ENSMUSG00000002104,Rapsn,211,506,83,198,221,65,53,118
ENSMUSG00000002105,Slc39a13,253,255,229,321,615,264,293.001,189
ENSMUSG00000002107,Celf2,3429,2562.999,2962,2542.999,3764.0000000000005,3011.9990000000003,3370,3077.0010000000007
ENSMUSG00000002108,Nr1h3,68.001,0,68,98,9,77,48,146
ENSMUSG00000002109,Ddb2,150,64,154.001,16,24,108,69,159.999
ENSMUSG00000002111,Spi1,5141.000999999999,668,6977.000000000001,1947,1653,3749.0000000000005,3673.999,6416.000999999999
ENSMUSG00000002129,Sf3a1,1948,2107,1933,2089,1784,2145,2063,2493
ENSMUSG00000002147,Stat6,3218,1130,3908,1998,2117,1922,2949,4072.0029999999997
ENSMUSG00000002190,Clgn,0,0,0,0,0,0,0,3
ENSMUSG00000002204,Napsa,2720,873,4180.999000000001,1807,1470,3211.999,2039,4464.000000000001
ENSMUSG00000002205,Vrk3,773,588,1008,490,593,959,779,853.001
ENSMUSG00000002210,Smg9,1110.0000000000002,802,1062.999,838,934,866,737,1172.001
ENSMUSG00000002221,Paxip1,922.001,754.0000000000001,1029.999,938,1233,810,844,946.278
ENSMUSG00000002222,Rmnd5a,1453,1378,1223,1127,1590.9999999999998,1553,1829,1378
ENSMUSG00000002227,Mov10,567.001,407,670,516,634.001,552,586,730
ENSMUSG00000002228,Ppm1j,14,59,28,0,11,0,0,0
ENSMUSG00000002233,Rhoc,198.99900000000002,384,215.00000000000003,331,176,171,240,229
ENSMUSG00000002240,Prr27,0,0,0,0,0,0,0,0
ENSMUSG00000002249,Tead3,0,0,0,55,0,0,0,11
ENSMUSG00000002250,Ppard,396,276,492,318,506,267,529.999,487
ENSMUSG00000002257,Def6,1774.998,301,2806,1048,991.999,1352,1342,2035
ENSMUSG00000002265,Peg3,0,0,0,0,0,0,0,0
ENSMUSG00000002266,Zim1,2.003,0,10,0,0,0,1,0
ENSMUSG00000002274,Metrn,274.00100000000003,292,445.00000000000006,271,586,443,164.999,417.999
ENSMUSG00000002279,Lmf1,186,351,168,228,400,342,269,188
ENSMUSG00000002280,Ciao3,425,147,532,354,148,294,325,462.999
ENSMUSG00000002289,Angptl4,20,0,91,102,26,43,0,57
ENSMUSG00000002297,Dbf4,1319.0010000000002,793.999,1249,807,1053,898,729,977.9999999999999
ENSMUSG00000002307,Daxx,775,379,655,416,407,529,755,704
ENSMUSG00000002308,Cd320,112,158,112,61,124,120,68,98
ENSMUSG00000002319,Ipo4,360.00000000000006,575,358.999,415.999,506.999,374,611.0000000000001,385
ENSMUSG00000002320,Tm9sf1,1015,669,1153,1175,953,1205,1153.0020000000002,1076.999
ENSMUSG00000002324,Rec8,51,13,56,5,17,0,16,28
ENSMUSG00000002325,Irf9,1037.558,799,1169.999,595,590,750,931.0000000000001,1065
ENSMUSG00000002326,Gmpr2,599.643,585,568,629,829,633,434,580
ENSMUSG00000002329,Mdp1,662,853,405,288,641,692,438,513
ENSMUSG00000002332,Dhrs1,706,591,1015,407,545,961,758,940
ENSMUSG00000002341,Ncan,0,0,0,0,0,0,0,0
ENSMUSG00000002342,Tmem161a,388.99999999999994,335,421.999,325,424,443,384,432.99899999999997
ENSMUSG00000002343,Armc6,352,317,281,409,347.00100000000003,110,414,231.999
ENSMUSG00000002345,Borcs8,368.00000000000006,270,416.99999999999994,225,528.999,503,230,456.999
ENSMUSG00000002346,Slc25a42,66.673,0,47,131,76,100,160,55
ENSMUSG00000002365,Snx9,937,1286,850,990,750,617,713,724
ENSMUSG00000002372,Ranbp3,1260.999,598,1482,1263,1133.0000000000002,949,1231,1031
ENSMUSG00000002379,Ndufa11,773,650,671.999,450,762,837,791,711
ENSMUSG00000002384,Bmp8b,0,0,0,0,0,0,0,0
ENSMUSG00000002393,Nr2f6,249,155,202,154,266,207,222,236
ENSMUSG00000002395,Use1,2035.0000000000002,1025,1950.001,1540.0000000000002,1431.9990000000003,1799.0010000000002,1481.9989999999998,1952.001
ENSMUSG00000002396,Ocel1,339.99999999999994,168,203,252,211,215,580.999,237
ENSMUSG00000002409,Dyrk1b,211,151,126,175,1,24,146,113.99999999999999
ENSMUSG00000002413,Braf,1315,419,1352,1022,1141,1053.001,1309,1208
ENSMUSG00000002416,Ndufb2,644,770.4649999999999,703.813,380,671,677,634,481.971
ENSMUSG00000002428,Hltf,726,278,795,540,633,510,754,773
ENSMUSG00000002455,Prpf6,1588,711,1439,1227,917,781,1412,1761
ENSMUSG00000002458,Rgs19,1867.999,508.999,2745,866,804.9999999999999,1539,1508,2487
ENSMUSG00000002459,Rgs20,5,0,0,0,0,0,0,0
ENSMUSG00000002475,Abhd3,0,0,0,0,36,0,0,5
ENSMUSG00000002477,Snrpd1,1032,1556,1514,804,1301,1435,1235,1440
ENSMUSG00000002486,Tchp,194,302,310,125,370,111,388,145
ENSMUSG00000002489,Tiam1,2207,305,2314.0009999999997,1160,642,1127,1249,1955.001
ENSMUSG00000002496,Tsc2,1060,723.001,1071,1130.9990000000003,893.001,1215,1129,1186.9999999999998
ENSMUSG00000002500,Rpl3l,25,0,33,59,10,0,25,29
ENSMUSG00000002504,Slc9a3r2,95,241,112,23,0,81,61,91
ENSMUSG00000002524,Puf60,3133.999,2397,3225,2961,2233.0000000000005,2058,2500,3260
ENSMUSG00000002546,Golga2,2090.0000000000005,1197,1540,1662,1297,1324,1618,1698.9999999999998
ENSMUSG00000002550,Uck1,860.999,460,998.001,709,674,755.644,724,649.0709999999999
ENSMUSG00000002565,Scin,42,0,46,17,0,0,0,12
ENSMUSG00000002578,Ikzf4,4,0,8,0,1,0,0,0
ENSMUSG00000002580,Mien1,665,749,760,476,753,977,628,631
ENSMUSG00000002588,Pon1,0,0,0,0,0,0,0,0
ENSMUSG00000002602,Axl,719.0000000000001,144,264,2046,33,41,317.99999999999994,1122.001
ENSMUSG00000002603,Tgfb1,7616,8870,4736,9007,9645,6813,9069,6974
ENSMUSG00000002608,Ccdc97,789.9999999999999,210,1090.999,581,612,720,746.999,991.001
ENSMUSG00000002617,Zfp40,54,72,112,65,119,67,82,46
ENSMUSG00000002625,Akap8l,1202.999,861,1141,812.001,1180.0020000000002,949,1307,812
ENSMUSG00000002633,Shh,0,0,0,0,0,0,0,0
ENSMUSG00000002635,Pdcd2l,209,45,384,217,265,55,189,287
ENSMUSG00000002658,Gtf2f1,2388,1559,2667,1865,1819,2661,2314,2135
ENSMUSG00000002660,Clpp,376,544,267,386,522,411,395,416
ENSMUSG00000002661,Alkbh7,180,0,105,177,161,121,92,125
ENSMUSG00000002664,Pspn,0,0,0,0,0,0,0,0
ENSMUSG00000002668,Dennd1c,1517,216,1693.001,971,774,837,1227,1368
ENSMUSG00000002679,Med6,353.99999999999994,244,290,264,324,109,220,226
ENSMUSG00000002688,Prkd1,0,0,0,0,0,0,0,0
ENSMUSG00000002699,Lcp2,4984,3467,3443,3540,3630,2959,5009,3940
ENSMUSG00000002718,Cse1l,1589,1226,1702.999,1163,1496,1022,1720.001,2145.0009999999997
ENSMUSG00000002728,Naa20,467,890,581,530,443,485,451,570.0009999999999
ENSMUSG00000002731,Prkra,429,653,316,381,362,429,542,500
ENSMUSG00000002732,Fkbp7,67.00099999999999,0,11,101,0,5,61,36
ENSMUSG00000002733,Plekha3,379,398,581,594,340,487,351,560
ENSMUSG00000002741,Ykt6,1889,1531,2406,1223,1496,2108,2055,2084
ENSMUSG00000002748,Baz1b,4870.084,2026,5114,2476.001,3157,2986,4483.999000000001,4585.999999999999
ENSMUSG00000002763,Pex6,624,323,889,409,849,954,822,773
ENSMUSG00000002767,Mrpl2,470,743,539,535,572,552,471,519
ENSMUSG00000002768,Mea1,898.999,1082,877.001,734,1185,1067,1132,890.0000000000001
ENSMUSG00000002769,Gnmt,17,0,33,0,33,0,24,15
ENSMUSG00000002771,Grin2d,24,2,11,52,0,64,0,13
ENSMUSG00000002778,Kdelr1,1334,783,1347,1157,1501,1542,1190,1669.9989999999998
ENSMUSG00000002781,Tmem143,204.999,181,103,159,333,183,105,201
ENSMUSG00000002791,NA,0,0,0,0,27,0,10,2
ENSMUSG00000002797,Ggct,188,67,174,198,49,27,30,103
ENSMUSG00000002799,Jag2,79,219,86.00000000000001,263,167,25,79,62
ENSMUSG00000002803,Btbd6,104,217,141,46,75,23,135,108.999
ENSMUSG00000002804,Nudt14,370,541,145,261,291,202,260,210.001
ENSMUSG00000002808,Epdr1,36,65,54,148,129,130,19,49
ENSMUSG00000002812,Flii,4537.999999999999,3284,4511,3337,4056,3837,3593,4291
ENSMUSG00000002814,Top3a,386,49,390,228,111,293,511,356
ENSMUSG00000002820,Atg4d,955,755.001,1157.025,980,1020,694.999,914.001,890.999
ENSMUSG00000002825,Qtrt1,232.99900000000002,192,162,176,155,137,157,168.00000000000003
ENSMUSG00000002831,Plin4,0,0,0,36,0,18,0,13
ENSMUSG00000002833,Hdgfl2,1448,1005,1481,1151,1407,1226.0000000000002,1543.999,1227.0010000000002
ENSMUSG00000002835,Chaf1a,1432.134,839.995,1535.483,843.511,1280,1225,1492,1535
ENSMUSG00000002844,Adprh,1904,2454,2330,1784,2090,1757,2057,2518
ENSMUSG00000002845,Tmem39a,531,362,688.0000000000001,505,472.99899999999997,554,708,644.001
ENSMUSG00000002846,Timmdc1,333,235,359,119,497,279,266,372
ENSMUSG00000002847,Pla1a,5,62,7,0,17,45,0,8
ENSMUSG00000002870,Mcm2,3010,2374,3364,1861,3915,4105,2351,4286
ENSMUSG00000002871,Tpra1,446.00000000000006,146,413.001,368,153,550,357.001,542.999
ENSMUSG00000002881,Nab1,1545,1384,1006,1754.0000000000002,2023,1546,1778,1248
ENSMUSG00000002885,Adgre5,5026,2379,4833.989,4733.999000000001,3816,3559.0009999999997,5161.999999999999,6827.991999999999
ENSMUSG00000002897,Il17ra,3665,555,4586.999999999999,1312,1601,2692,2757,3502
ENSMUSG00000002900,Lamb1,21,0,13,264,0,0,0,10
ENSMUSG00000002908,Kcnn1,0,0,0,0,0,0,0,11
ENSMUSG00000002910,Arrdc2,382,100,292,125,229,267,387,319.001
ENSMUSG00000002930,Ppp1r17,0,0,0,0,0,0,0,0
ENSMUSG00000002944,Cd36,84,16,276,166,16,0,14,195
ENSMUSG00000002948,Map2k7,921.805,925.001,866,1269.214,1259,1231.0010000000002,925.548,895
ENSMUSG00000002949,Timm44,875.0010000000001,733.999,807,873.001,967,1079,793.9989999999999,755.0000000000001
ENSMUSG00000002957,Ap2a2,2721,1354,2899,1824,2175,2426,2792,3172
ENSMUSG00000002963,Pnkp,4238.000000000001,1043.999,5151,1643,1809,2978.001,2987.001,5151.001
ENSMUSG00000002968,Med25,559.9999999999999,397,614,477.99899999999997,903,740,583.9989999999999,738.9999999999998
ENSMUSG00000002980,Bcam,1,0,9,0,0,0,0,8
ENSMUSG00000002981,Clptm1,1590,1979.9989999999998,1742.999,2050,2648,1968,1524,2212.0009999999997
ENSMUSG00000002983,Relb,301.999,0,216.00000000000003,196,97,133,417.99899999999997,337
ENSMUSG00000002984,Tomm40,969,1465,1281,1160,1272,916,872,957
ENSMUSG00000002985,Apoe,7663.001,1623,3839.0009999999997,6302.000000000001,1212.0009999999997,858,3716,10079.001000000002
ENSMUSG00000002992,Apoc2,82,25,165,0,105,33,20,279
ENSMUSG00000002996,Hbp1,2030.001,604.247,1620.8120000000001,1252,427,569,1418,1772
ENSMUSG00000002997,Prkar2b,5266.999999999999,8491,2969.001,6662,6519,4233,6549,3000
ENSMUSG00000003031,Cdkn1b,2550,723,2595.9990000000003,1670,997,1241,2263,2650.999
ENSMUSG00000003032,Klf4,1525,446,985,688,317,817,1115,1800
ENSMUSG00000003033,Ap1m1,2113,1636,1864,1979,1737,2104.0009999999997,2177.0009999999997,2181.0000000000005
ENSMUSG00000003037,Rab8a,2763,1900,3566,2641,2232,3111.0009999999997,2947,3592
ENSMUSG00000003038,Hmgn2,24248.837000000003,14062.551,32358.618,14273.024,21417.801,33759.39600000001,19034.622,31005.63
ENSMUSG00000003039,Fam32a,2485,1803,2664,1948,2134,2115,1796,2235
ENSMUSG00000003051,Elf3,0,0,0,0,22,0,0,0
ENSMUSG00000003053,Cyp2c29,0,0,0,0,0,0,0,0
ENSMUSG00000003062,Stard3nl,363,310,227,332,267,389,340,373.999
ENSMUSG00000003068,Stk11,4363.000000000001,3439.0000000000005,4506,2807.0000000000005,3980.9989999999993,3807,4431.9710000000005,4107.999
ENSMUSG00000003070,Efna2,0,0,0,0,16,0,0,0
ENSMUSG00000003072,Atp5d,2410,2641,3005,1688,3461,2564,2015,2852
ENSMUSG00000003099,Ppp5c,821,917,1452,783,1117,1447.999,782,1208
ENSMUSG00000003119,Cdk12,1366,353,1524,988.0010000000001,833,430,1143,1161.9999999999998
ENSMUSG00000003123,Lipe,363,99,793.0000000000001,378.00100000000003,246,498,420,738
ENSMUSG00000003131,Pafah1b2,1437.0000000000002,1319,1358.999,1439,1167,1145,1487,1025.001
ENSMUSG00000003134,Tbc1d8,2669.0009999999997,675,2941,1325,1457,2229.998,1922.0000000000002,2270
ENSMUSG00000003135,Cnot11,529,572,662,449,480,666.001,560,557
ENSMUSG00000003153,Slc2a3,9036.007000000001,6971,10962.05,5016.107000000001,8115.000999999999,6485.51,8103.000000000001,6788.233
ENSMUSG00000003154,Foxj2,497,357,516,344,424,325,677,833
ENSMUSG00000003161,Sri,3140.0009999999997,2263.999,3830,2473.001,3228.001,3040,2840,2980
ENSMUSG00000003166,Dgcr2,946.001,783.634,967.335,720,1333.308,1025,687.001,1171.6470000000002
ENSMUSG00000003184,Irf3,806,935.001,1015.9989999999999,1118.9990000000003,681.001,861.999,1109.999,824.0000000000001
ENSMUSG00000003190,Bcl2l12,205.999,261,137,202,243,221,251,219
ENSMUSG00000003198,Zfp959,127,19,141,69,90,254,187.735,123
ENSMUSG00000003199,Mpnd,622,227,763,440,410,491.00000000000006,485,860
ENSMUSG00000003200,Sh3gl1,970,515,1042,801,555,1067,1447,947
ENSMUSG00000003206,Ebi3,578,212,862,305,280,530,479,942
ENSMUSG00000003208,Yju2,251,235,201,111,141,223,331,329
ENSMUSG00000003226,Ranbp2,3166,1580,3218,2726,1976,2247,3250,3541
ENSMUSG00000003227,Edar,0,0,0,0,1,0,0,0
ENSMUSG00000003228,Grk5,609,709,398,355,269.937,288,701,660
ENSMUSG00000003233,Dvl3,608,792,496.99999999999994,393,452,481,493.00000000000006,499.99999999999994
ENSMUSG00000003234,Abcf3,750.9999999999999,472.99899999999997,1005,593,537,430,790.999,746
ENSMUSG00000003235,Eif2b5,867,1442,908,1053,1049,1108,1034,974
ENSMUSG00000003269,Cyth2,1387,1122,1354.001,960,1475,1063,1443,1249
ENSMUSG00000003271,Sult2b1,12,0,0,0,0,0,0,0
ENSMUSG00000003273,Car11,0,0,0,60,0,0,0,0
ENSMUSG00000003279,Dlgap1,0,0,0,0,11,0,0,1
ENSMUSG00000003282,Plag1,81,20,13,0,85,25,62,38
ENSMUSG00000003283,Hck,2682,772,5264,1193,973,2381,2338,3814.754
ENSMUSG00000003299,Mrpl4,713,322,839,627,456,744,570,742.9989999999999
ENSMUSG00000003308,Keap1,1328.999,841,1099,645.001,1187.999,974,1034,1157.001
ENSMUSG00000003309,Ap1m2,39,0,19,35,15,69,47,29
ENSMUSG00000003316,Glg1,2239,1948,1801.0009999999997,2265,2726,1942,1793,2057.999
ENSMUSG00000003341,Atp8b3,0,0,0,0,0,0,0,0
ENSMUSG00000003344,Btbd2,594.001,641.999,381.99999999999994,325,964,371,286,676
ENSMUSG00000003345,Csnk1g2,1822.0010000000002,1833,2364.999,2296,1946,2555.001,2082.9990000000003,2390.9999999999995
ENSMUSG00000003346,Abhd17a,829,815,773,904,1162,1167,813,1020
ENSMUSG00000003348,Mob3a,2439,2310,2263,2427,2373,2048,2597,2459
ENSMUSG00000003352,Cacnb3,6,0,6,52,12,0,0,9
ENSMUSG00000003354,Ccdc65,0,0,11,0,0,0,0,0
ENSMUSG00000003355,Fkbp11,86,142,116,114,348,107,0,92
ENSMUSG00000003360,Ddx23,2443.0009999999997,1382,2356,1770,1810,2041,2219,1946
ENSMUSG00000003363,Pld3,767,187,569,1027,204.00000000000003,396,520,1195
ENSMUSG00000003378,Grik5,188.99900000000002,217,182,62,375,320,155,176
ENSMUSG00000003379,Cd79a,852,111,1089,2591,30,0,374,1778
ENSMUSG00000003380,Rabac1,2105,2071,1999.0000000000002,1570,1832,1820,1858,2222.9999999999995
ENSMUSG00000003382,Etv3,1312,222,994.999,719,637,330,1392,945.9999999999999
ENSMUSG00000003402,Prkcsh,2281.999,2879,2233,2853.001,3243,2639,2491.001,2316.9999999999995
ENSMUSG00000003410,Elavl3,0,0,0,0,0,0,0,0
ENSMUSG00000003411,Rab3b,4,0,20,0,0,0,0,2
ENSMUSG00000003418,St8sia6,32,0,64,24,19,28,43,53
ENSMUSG00000003420,Fcgrt,443,110,217,472,17,68,163,574.999
ENSMUSG00000003421,Nosip,741.9989999999999,391,807,490,584,644,883.999,718
ENSMUSG00000003423,Pih1d1,671,652,970.9989999999999,1058,1185.0010000000002,1205,937,1049.001
ENSMUSG00000003429,Rps11,15704,14660,15613.743,12632,17441,16536,12087,17523.682
ENSMUSG00000003435,Supt5,3645,2878,3234.968,2828,3267,2964,3032,3780.0009999999997
ENSMUSG00000003436,Dll3,0,0,0,0,0,0,0,0
ENSMUSG00000003437,Paf1,1851.0010000000002,1010,1678.9989999999998,1276,1222.001,1158,1912,1536.9990000000003
ENSMUSG00000003438,Timm50,897.999,1010,861,1144,1289,1429,956,885
ENSMUSG00000003444,Med29,93,0,153,160,172,111,120,107
ENSMUSG00000003452,Bicd1,288.60400000000004,234.001,161.71699999999998,323,265,266,441.001,142
ENSMUSG00000003458,Ncstn,1783.999,997,1603,1043.999,1723,1059,980,1443.001
ENSMUSG00000003464,Pex19,660,921,811,973,853.999,801,794.0000000000001,738.001
ENSMUSG00000003469,Phyhip,8,0,36,0,0,0,0,3
ENSMUSG00000003476,Crhr2,0,0,0,0,1,0,0,0
ENSMUSG00000003477,Inmt,0,0,0,0,0,0,0,0
ENSMUSG00000003484,Cyp4f18,2152,604,1712,1086,1084,951,1542,3448
ENSMUSG00000003500,Impdh1,941.9989999999999,1003,1346,945,1307,1487.0009999999997,940,1073
ENSMUSG00000003505,Psg18,0,0,0,0,0,0,0,0
ENSMUSG00000003518,Dusp3,1814,3095,840,2909.9999999999995,1917,1711,3097,1535
ENSMUSG00000003526,Prodh,1249.0010000000002,1441.0000000000002,937.9999999999999,1344,2134,1710.0000000000002,1572.0000000000002,1032
ENSMUSG00000003527,Ess2,381,222,426,531,410.00000000000006,462,281,384.001
ENSMUSG00000003528,Slc25a1,449,855,498,640,819,565.999,419,465
ENSMUSG00000003531,Dgcr6,329,415,315,249,416,143,547,237
ENSMUSG00000003534,Ddr1,10,0,63,290,3,1,74,35
ENSMUSG00000003541,Ier3,2160,1497,1686,755,2462,2807,1227,2409
ENSMUSG00000003545,Fosb,2345,3228.9999999999995,1111,2712.9990000000003,3010.0009999999997,1716,2349,2410.9990000000003
ENSMUSG00000003546,Klc4,574,314,613,315,324,387,487,611
ENSMUSG00000003549,Ercc1,299,304,282.001,258.001,174,312,133,225
ENSMUSG00000003555,Cyp17a1,0,0,0,0,0,0,0,0
ENSMUSG00000003559,As3mt,382.999,300,469,257,364,328,232,341.999
ENSMUSG00000003573,Homer3,875.0000000000001,1594,361,710,1027.999,1059,812,526
ENSMUSG00000003575,Crtc1,337,342,284,349,267,508,470.99999999999994,272
ENSMUSG00000003581,Rnf215,217,237,217.001,246,167,183,319.99899999999997,260
ENSMUSG00000003585,Sec14l2,283,663,154,506,389,410,470,133
ENSMUSG00000003604,Aven,190,277,255,333.001,136,182,304,181
ENSMUSG00000003617,Cp,45.001,0,34.001000000000005,556,0,0,149.001,21.001
ENSMUSG00000003623,Crot,683,960,698,747,1030,608,876,693.591
ENSMUSG00000003644,Rps6ka1,4373.999999999999,1215.0010000000002,6497,1999,1894.001,3010,2694,5474.999
ENSMUSG00000003657,Calb2,0,0,0,0,0,0,0,0
ENSMUSG00000003660,Snrnp200,4118.000000000001,2343.9999999999995,3561,3228,2771,2809,3507,4549
ENSMUSG00000003662,Ciao1,454,243,698.999,526,424.00100000000003,316,468.001,552.9989999999999
ENSMUSG00000003665,Has1,0,0,0,0,0,0,0,0
ENSMUSG00000003680,Taf6l,347,452,226,178,264,409,246,318.001
ENSMUSG00000003721,Insig2,200,200.999,352,359.999,373,472,189,184.001
ENSMUSG00000003731,Kpna6,742,670,865,560,799,983,611,679
ENSMUSG00000003746,Man1a,831.999,1029,892.0000000000001,1074,1023,719.999,630,955.9999999999999
ENSMUSG00000003752,Itpkc,142,0,108,50,73,0,151,207
ENSMUSG00000003762,Coq8b,364,172,448,172,416,311,380,421
ENSMUSG00000003778,Brd8,2301,1129.001,2125,1213,1800,1395.9990000000003,1776.9999999999998,1477.125
ENSMUSG00000003779,Kif20a,1631.754,877,2253,799,1211,1431,1020,1906
ENSMUSG00000003808,Farsa,1212.001,705,1714.999,1109,845.001,1167.999,1157,1335.0009999999997
ENSMUSG00000003809,Gcdh,277,388.00000000000006,278,288,266,237,287,341
ENSMUSG00000003810,Mast2,1576.999,1580,1045.999,1240.9999999999998,1105,663,1933.0000000000002,928
ENSMUSG00000003812,Dnase2a,355,66,425,298,185,412,313,443
ENSMUSG00000003813,Rad23a,1051,822,1519.3200000000002,1549.847,1383.805,868,1081,1062.4650000000001
ENSMUSG00000003814,Calr,15008,21210,21030,17401,29643,20002,20241,20646.000000000004
ENSMUSG00000003824,Syce2,243.00000000000003,303,518.001,168,430.99899999999997,367,196,249
ENSMUSG00000003847,Nfat5,1642,942.9999999999999,1282.999,1645,1134.001,635,1702,1292.001
ENSMUSG00000003848,Nob1,533,676,468,400,713,759,515,574.001
ENSMUSG00000003849,Nqo1,50,176,80,112,52,68,19,50
ENSMUSG00000003863,Ppfia3,0,0,0,0,0,0,0,0
ENSMUSG00000003865,Gys1,1124,443,1938,712,694,1108,1123,1816
ENSMUSG00000003868,Ruvbl2,956,925,1505.0000000000002,881,1412.001,1015,1032,1480
ENSMUSG00000003872,Lin7b,0,0,0,0,0,0,0,0
ENSMUSG00000003873,Bax,1075,1193,1364,1033,1472,859,1242.622,1109
ENSMUSG00000003882,Il7r,88,60,178,190,10,0,35,141
ENSMUSG00000003923,Tfam,547.999,133,636,436,525.999,514,309.99899999999997,472.99999999999994
ENSMUSG00000003929,Zfp81,130,77,185.999,76,89,146,81,182.001
ENSMUSG00000003934,Efnb3,0,0,7,0,25,24,14,11
ENSMUSG00000003948,Mmd,1667.518,3903.3340000000003,1152.1100000000001,1995.0720000000001,1268.358,1083,1294,771.4499999999999
ENSMUSG00000003949,Hlf,99.001,0,134,137,128,118,105,117
ENSMUSG00000003955,Fam162a,403,572,440.00000000000006,548,319,220,369,352
ENSMUSG00000003970,Rpl8,21587,21377,25334,17637,24372,24101,16871.001,26738
ENSMUSG00000003974,Grm3,0,0,0,0,0,0,0,0
ENSMUSG00000003992,Ssbp2,545.0000000000001,907,383,461,793,678,415,402.99899999999997
ENSMUSG00000004018,Fancl,192.99999999999997,244,176,465,162.00099999999998,101,189,186.00099999999998
ENSMUSG00000004031,Brinp2,0,0,1,38,1,0,0,0
ENSMUSG00000004032,Gstm5,75,52,160,29,146,63,0,89
ENSMUSG00000004035,Gstm7,29,0,12,0,43,0,16,11
ENSMUSG00000004038,Gstm3,0,0,0,0,0,0,0,0
ENSMUSG00000004040,Stat3,4269.999999999999,2782,5659.999,3192,3268,5079.000999999999,4536.225,4324.999999999999
ENSMUSG00000004043,Stat5a,909.23,557.035,842.061,852.851,1319.2060000000001,513.117,506.323,951.068
ENSMUSG00000004044,Cavin1,2302,3950,769,3413,3788,2031,3788,1536
ENSMUSG00000004054,Map3k11,1790,815.001,1701,1237,917,1105,1234,1660
ENSMUSG00000004056,Akt2,2765,2614.0009999999997,2411.9990000000003,2463,2969,2889.001,3121,2854
ENSMUSG00000004069,Dnaja3,563,413,639,662,523,565,361,539
ENSMUSG00000004070,Hmox2,843,336,943,712,700.0000000000001,834,921.951,1132
ENSMUSG00000004071,Cdip1,437.001,111,379,365,336,230,519.049,389.001
ENSMUSG00000004085,Map3k20,745,188,663,191,397,341,513,452
ENSMUSG00000004096,Cwc15,1643,1152,1238,1226,1376,1234,1102,1356
ENSMUSG00000004098,Col5a3,144,0,145,1,0,0,0,167
ENSMUSG00000004099,Dnmt1,6693,5531,6480.1179999999995,3329,7597.000000000001,6900.000000000001,5820.000999999999,6837.198
